feature_column,source_variable,required_lag_tw_trading_days,source_panel_path,source_panel_column,best_transform,best_lag_tw_trading_days,best_corr,best_abs_corr,best_n_obs,exact_or_near_exact_empirical_match,empirical_timestamp_violation,empirical_effective_date_used
US10Y_ret_lag_20d,U.S. 10-year Treasury yield,1,/content/drive/MyDrive/AURORA_TWETF/data/raw_yfinance/US10Y_TNX.csv,Adj Close_^TNX,pct_change_20,3,0.19516100344259954,0.19516100344259954,1198,False,False,t-3 Taiwan trading day(s)
US10Y_momentum_5d_lag1,U.S. 10-year Treasury yield,1,/content/drive/MyDrive/AURORA_TWETF/data/raw_yfinance/US10Y_TNX.csv,Adj Close_^TNX,pct_change_5,1,0.9498526410587845,0.9498526410587845,1215,False,False,t-1 Taiwan trading day(s)
US10Y_volatility_5d_lag1,U.S. 10-year Treasury yield,1,/content/drive/MyDrive/AURORA_TWETF/data/raw_yfinance/US10Y_TNX.csv,Adj Close_^TNX,rolling_std_5_pct,1,0.943453949157764,0.943453949157764,1215,False,False,t-1 Taiwan trading day(s)
US10Y_ma_ratio_5d_lag1,U.S. 10-year Treasury yield,1,/content/drive/MyDrive/AURORA_TWETF/data/raw_yfinance/US10Y_TNX.csv,Adj Close_^TNX,rolling_mean_5_pct,1,0.8026900947752655,0.8026900947752655,1215,False,False,t-1 Taiwan trading day(s)
US10Y_return_zscore_5d_lag1,U.S. 10-year Treasury yield,1,/content/drive/MyDrive/AURORA_TWETF/data/raw_yfinance/US10Y_TNX.csv,Adj Close_^TNX,diff_1,1,0.7575517097193287,0.7575517097193287,1215,False,False,t-1 Taiwan trading day(s)
US10Y_momentum_10d_lag1,U.S. 10-year Treasury yield,1,/content/drive/MyDrive/AURORA_TWETF/data/raw_yfinance/US10Y_TNX.csv,Adj Close_^TNX,rolling_mean_20_pct,1,0.7483808258630447,0.7483808258630447,1200,False,False,t-1 Taiwan trading day(s)
US10Y_volatility_10d_lag1,U.S. 10-year Treasury yield,1,/content/drive/MyDrive/AURORA_TWETF/data/raw_yfinance/US10Y_TNX.csv,Adj Close_^TNX,rolling_std_20_pct,-2,0.903495173295025,0.903495173295025,1203,False,False,future date t+2 trading day(s)
US10Y_ma_ratio_10d_lag1,U.S. 10-year Treasury yield,1,/content/drive/MyDrive/AURORA_TWETF/data/raw_yfinance/US10Y_TNX.csv,Adj Close_^TNX,pct_change_5,1,0.9000217308794133,0.9000217308794133,1211,False,False,t-1 Taiwan trading day(s)
US10Y_return_zscore_10d_lag1,U.S. 10-year Treasury yield,1,/content/drive/MyDrive/AURORA_TWETF/data/raw_yfinance/US10Y_TNX.csv,Adj Close_^TNX,diff_1,1,0.8303982425492892,0.8303982425492892,1211,False,False,t-1 Taiwan trading day(s)
US10Y_momentum_20d_lag1,U.S. 10-year Treasury yield,1,/content/drive/MyDrive/AURORA_TWETF/data/raw_yfinance/US10Y_TNX.csv,Adj Close_^TNX,pct_change_20,1,0.9619787650074068,0.9619787650074068,1200,False,False,t-1 Taiwan trading day(s)
US10Y_volatility_20d_lag1,U.S. 10-year Treasury yield,1,/content/drive/MyDrive/AURORA_TWETF/data/raw_yfinance/US10Y_TNX.csv,Adj Close_^TNX,rolling_std_20_pct,1,0.9785556620031881,0.9785556620031881,1200,False,False,t-1 Taiwan trading day(s)
US10Y_ma_ratio_20d_lag1,U.S. 10-year Treasury yield,1,/content/drive/MyDrive/AURORA_TWETF/data/raw_yfinance/US10Y_TNX.csv,Adj Close_^TNX,rolling_mean_20_pct,1,0.8779457513417838,0.8779457513417838,1200,False,False,t-1 Taiwan trading day(s)
US10Y_return_zscore_20d_lag1,U.S. 10-year Treasury yield,1,/content/drive/MyDrive/AURORA_TWETF/data/raw_yfinance/US10Y_TNX.csv,Adj Close_^TNX,diff_1,1,0.8653591505302808,0.8653591505302808,1201,False,False,t-1 Taiwan trading day(s)
US10Y_momentum_60d_lag1,U.S. 10-year Treasury yield,1,/content/drive/MyDrive/AURORA_TWETF/data/raw_yfinance/US10Y_TNX.csv,Adj Close_^TNX,rolling_mean_20_pct,4,0.5380152260168328,0.5380152260168328,1161,False,False,t-4 Taiwan trading day(s)
US10Y_volatility_60d_lag1,U.S. 10-year Treasury yield,1,/content/drive/MyDrive/AURORA_TWETF/data/raw_yfinance/US10Y_TNX.csv,Adj Close_^TNX,rolling_std_20_pct,5,0.8882022941540186,0.8882022941540186,1161,False,False,t-5 Taiwan trading day(s)
US10Y_ma_ratio_60d_lag1,U.S. 10-year Treasury yield,1,/content/drive/MyDrive/AURORA_TWETF/data/raw_yfinance/US10Y_TNX.csv,Adj Close_^TNX,rolling_mean_20_pct,1,0.8177366930681379,0.8177366930681379,1162,False,False,t-1 Taiwan trading day(s)
US10Y_return_zscore_60d_lag1,U.S. 10-year Treasury yield,1,/content/drive/MyDrive/AURORA_TWETF/data/raw_yfinance/US10Y_TNX.csv,Adj Close_^TNX,diff_1_z,1,0.8832932834603275,0.8832932834603275,1161,False,False,t-1 Taiwan trading day(s)
US10Y_rsi_14d_lag1,U.S. 10-year Treasury yield,1,/content/drive/MyDrive/AURORA_TWETF/data/raw_yfinance/US10Y_TNX.csv,Adj Close_^TNX,logret_20,1,0.7758046983183128,0.7758046983183128,1200,False,False,t-1 Taiwan trading day(s)
US10Y_drawdown_60d_lag1,U.S. 10-year Treasury yield,1,/content/drive/MyDrive/AURORA_TWETF/data/raw_yfinance/US10Y_TNX.csv,Adj Close_^TNX,logret_20,1,0.6685986763114812,0.6685986763114812,1162,False,False,t-1 Taiwan trading day(s)
0050_volume_zscore_5d_lag1,0050,0,/content/drive/MyDrive/AURORA_TWETF/data/raw_yfinance/0050_0050_TW.csv,Adj Close_0050.TW,diff_1_z,1,-0.15189835378300565,0.15189835378300565,1258,False,False,t-1 Taiwan trading day(s)
0050_volume_change_5d_lag1,0050,0,/content/drive/MyDrive/AURORA_TWETF/data/raw_yfinance/0050_0050_TW.csv,Adj Close_0050.TW,diff_1_z,1,-0.06808794410481793,0.06808794410481793,1252,False,False,t-1 Taiwan trading day(s)
0050_volume_zscore_20d_lag1,0050,0,/content/drive/MyDrive/AURORA_TWETF/data/raw_yfinance/0050_0050_TW.csv,Adj Close_0050.TW,rolling_std_5_pct,-2,0.2877144727020401,0.2877144727020401,1244,False,False,future date t+2 trading day(s)
0050_volume_change_20d_lag1,0050,0,/content/drive/MyDrive/AURORA_TWETF/data/raw_yfinance/0050_0050_TW.csv,Adj Close_0050.TW,rolling_std_5_pct,-2,0.13230433235416003,0.13230433235416003,1237,False,False,future date t+2 trading day(s)
0050_volume_zscore_60d_lag1,0050,0,/content/drive/MyDrive/AURORA_TWETF/data/raw_yfinance/0050_0050_TW.csv,Adj Close_0050.TW,rolling_std_5_pct,-2,0.3759567046147273,0.3759567046147273,1204,False,False,future date t+2 trading day(s)
0050_volume_change_60d_lag1,0050,0,/content/drive/MyDrive/AURORA_TWETF/data/raw_yfinance/0050_0050_TW.csv,Adj Close_0050.TW,rolling_std_5_pct,-2,0.09240247513008897,0.09240247513008897,1197,False,False,future date t+2 trading day(s)
006208_volume_zscore_5d_lag1,006208,0,/content/drive/MyDrive/AURORA_TWETF/data/raw_yfinance/006208_006208_TW.csv,Adj Close_006208.TW,logret_1,1,-0.16546051935921427,0.16546051935921427,1259,False,False,t-1 Taiwan trading day(s)
006208_volume_change_5d_lag1,006208,0,/content/drive/MyDrive/AURORA_TWETF/data/raw_yfinance/006208_006208_TW.csv,Adj Close_006208.TW,logret_1,1,-0.08088197596660637,0.08088197596660637,1257,False,False,t-1 Taiwan trading day(s)
006208_volume_zscore_20d_lag1,006208,0,/content/drive/MyDrive/AURORA_TWETF/data/raw_yfinance/006208_006208_TW.csv,Adj Close_006208.TW,rolling_std_5_pct,-2,0.228949701933748,0.228949701933748,1244,False,False,future date t+2 trading day(s)
006208_volume_change_20d_lag1,006208,0,/content/drive/MyDrive/AURORA_TWETF/data/raw_yfinance/006208_006208_TW.csv,Adj Close_006208.TW,rolling_std_5_pct,-2,0.1528025887943631,0.1528025887943631,1242,False,False,future date t+2 trading day(s)
006208_volume_zscore_60d_lag1,006208,0,/content/drive/MyDrive/AURORA_TWETF/data/raw_yfinance/006208_006208_TW.csv,Adj Close_006208.TW,rolling_std_5_pct,-2,0.2853832728803408,0.2853832728803408,1204,False,False,future date t+2 trading day(s)
006208_volume_change_60d_lag1,006208,0,/content/drive/MyDrive/AURORA_TWETF/data/raw_yfinance/006208_006208_TW.csv,Adj Close_006208.TW,rolling_std_5_pct,-2,0.19549651763642334,0.19549651763642334,1202,False,False,future date t+2 trading day(s)
00692_volume_zscore_5d_lag1,00692,0,/content/drive/MyDrive/AURORA_TWETF/data/raw_yfinance/00692_00692_TW.csv,Adj Close_00692.TW,logret_1,1,-0.13445593245339665,0.13445593245339665,1259,False,False,t-1 Taiwan trading day(s)
00692_volume_change_5d_lag1,00692,0,/content/drive/MyDrive/AURORA_TWETF/data/raw_yfinance/00692_00692_TW.csv,Adj Close_00692.TW,diff_1,1,-0.052205772555494495,0.052205772555494495,1257,False,False,t-1 Taiwan trading day(s)
00692_volume_zscore_20d_lag1,00692,0,/content/drive/MyDrive/AURORA_TWETF/data/raw_yfinance/00692_00692_TW.csv,Adj Close_00692.TW,rolling_std_5_pct,-2,0.16702141363129816,0.16702141363129816,1244,False,False,future date t+2 trading day(s)
00692_volume_change_20d_lag1,00692,0,/content/drive/MyDrive/AURORA_TWETF/data/raw_yfinance/00692_00692_TW.csv,Adj Close_00692.TW,diff_1_z,-2,0.044515244804049836,0.044515244804049836,1242,False,False,future date t+2 trading day(s)
00692_volume_zscore_60d_lag1,00692,0,/content/drive/MyDrive/AURORA_TWETF/data/raw_yfinance/00692_00692_TW.csv,Adj Close_00692.TW,rolling_std_5_pct,-2,0.21380524387249966,0.21380524387249966,1204,False,False,future date t+2 trading day(s)
00692_volume_change_60d_lag1,00692,0,/content/drive/MyDrive/AURORA_TWETF/data/raw_yfinance/00692_00692_TW.csv,Adj Close_00692.TW,diff_1_z,-2,-0.02820013609972014,0.02820013609972014,1202,False,False,future date t+2 trading day(s)
00881_volume_zscore_5d_lag1,00881,0,/content/drive/MyDrive/AURORA_TWETF/data/raw_yfinance/00881_00881_TW.csv,Adj Close_00881.TW,rolling_std_5_pct,2,-0.1353871073865004,0.1353871073865004,1257,False,False,t-2 Taiwan trading day(s)
00881_volume_change_5d_lag1,00881,0,/content/drive/MyDrive/AURORA_TWETF/data/raw_yfinance/00881_00881_TW.csv,Adj Close_00881.TW,diff_1,-2,0.04427924271287022,0.04427924271287022,1257,False,False,future date t+2 trading day(s)
00881_volume_zscore_20d_lag1,00881,0,/content/drive/MyDrive/AURORA_TWETF/data/raw_yfinance/00881_00881_TW.csv,Adj Close_00881.TW,rolling_std_5_pct,-2,0.193105573259056,0.193105573259056,1244,False,False,future date t+2 trading day(s)
00881_volume_change_20d_lag1,00881,0,/content/drive/MyDrive/AURORA_TWETF/data/raw_yfinance/00881_00881_TW.csv,Adj Close_00881.TW,diff_1_z,-2,0.040180884012660865,0.040180884012660865,1242,False,False,future date t+2 trading day(s)
00881_volume_zscore_60d_lag1,00881,0,/content/drive/MyDrive/AURORA_TWETF/data/raw_yfinance/00881_00881_TW.csv,Adj Close_00881.TW,rolling_std_5_pct,-2,0.2568233153891639,0.2568233153891639,1204,False,False,future date t+2 trading day(s)
00881_volume_change_60d_lag1,00881,0,/content/drive/MyDrive/AURORA_TWETF/data/raw_yfinance/00881_00881_TW.csv,Adj Close_00881.TW,rolling_std_5_pct,-2,0.05839425561430671,0.05839425561430671,1202,False,False,future date t+2 trading day(s)
TAIEX_volume_zscore_5d_lag1,TAIEX,0,/content/drive/MyDrive/AURORA_TWETF/data/raw_yfinance/TAIEX_TWII.csv,Adj Close_^TWII,pct_change_5,2,0.1457399977817733,0.1457399977817733,1257,False,False,t-2 Taiwan trading day(s)
TAIEX_volume_change_5d_lag1,TAIEX,0,/content/drive/MyDrive/AURORA_TWETF/data/raw_yfinance/TAIEX_TWII.csv,Adj Close_^TWII,pct_change_5,2,0.13474969595653172,0.13474969595653172,1254,False,False,t-2 Taiwan trading day(s)
TAIEX_volume_zscore_20d_lag1,TAIEX,0,/content/drive/MyDrive/AURORA_TWETF/data/raw_yfinance/TAIEX_TWII.csv,Adj Close_^TWII,pct_change_20,3,0.26782880440012075,0.26782880440012075,1241,False,False,t-3 Taiwan trading day(s)
TAIEX_volume_change_20d_lag1,TAIEX,0,/content/drive/MyDrive/AURORA_TWETF/data/raw_yfinance/TAIEX_TWII.csv,Adj Close_^TWII,pct_change_20,4,0.34392947049663253,0.34392947049663253,1237,False,False,t-4 Taiwan trading day(s)
TAIEX_volume_zscore_60d_lag1,TAIEX,0,/content/drive/MyDrive/AURORA_TWETF/data/raw_yfinance/TAIEX_TWII.csv,Adj Close_^TWII,pct_change_20,4,0.3684192647569525,0.3684192647569525,1204,False,False,t-4 Taiwan trading day(s)
TAIEX_volume_change_60d_lag1,TAIEX,0,/content/drive/MyDrive/AURORA_TWETF/data/raw_yfinance/TAIEX_TWII.csv,Adj Close_^TWII,pct_change_20,5,0.3323117430706993,0.3323117430706993,1200,False,False,t-5 Taiwan trading day(s)
SP500_volume_zscore_5d_lag1,S&P 500,1,/content/drive/MyDrive/AURORA_TWETF/data/raw_yfinance/SP500_GSPC.csv,Adj Close_^GSPC,rolling_mean_5_pct,1,-0.15086350534622647,0.15086350534622647,1215,False,False,t-1 Taiwan trading day(s)
SP500_volume_change_5d_lag1,S&P 500,1,/content/drive/MyDrive/AURORA_TWETF/data/raw_yfinance/SP500_GSPC.csv,Adj Close_^GSPC,logret_5,1,-0.19873767247987453,0.19873767247987453,1214,False,False,t-1 Taiwan trading day(s)
SP500_volume_zscore_20d_lag1,S&P 500,1,/content/drive/MyDrive/AURORA_TWETF/data/raw_yfinance/SP500_GSPC.csv,Adj Close_^GSPC,logret_5,1,-0.18351277897792692,0.18351277897792692,1202,False,False,t-1 Taiwan trading day(s)
SP500_volume_change_20d_lag1,S&P 500,1,/content/drive/MyDrive/AURORA_TWETF/data/raw_yfinance/SP500_GSPC.csv,Adj Close_^GSPC,rolling_mean_20_pct,1,-0.19686359685411223,0.19686359685411223,1199,False,False,t-1 Taiwan trading day(s)
SP500_volume_zscore_60d_lag1,S&P 500,1,/content/drive/MyDrive/AURORA_TWETF/data/raw_yfinance/SP500_GSPC.csv,Adj Close_^GSPC,rolling_std_5_pct,-1,0.21984575828372555,0.21984575828372555,1162,False,False,future date t+1 trading day(s)
SP500_volume_change_60d_lag1,S&P 500,1,/content/drive/MyDrive/AURORA_TWETF/data/raw_yfinance/SP500_GSPC.csv,Adj Close_^GSPC,rolling_std_5_pct,-2,0.27809337343699514,0.27809337343699514,1160,False,False,future date t+2 trading day(s)
NASDAQ_volume_zscore_5d_lag1,NASDAQ,1,/content/drive/MyDrive/AURORA_TWETF/data/raw_yfinance/NASDAQ_IXIC.csv,Adj Close_^IXIC,rolling_std_5_pct,3,-0.09372398122281754,0.09372398122281754,1213,False,False,t-3 Taiwan trading day(s)
NASDAQ_volume_change_5d_lag1,NASDAQ,1,/content/drive/MyDrive/AURORA_TWETF/data/raw_yfinance/NASDAQ_IXIC.csv,Adj Close_^IXIC,rolling_std_5_pct,4,-0.11648243927317439,0.11648243927317439,1212,False,False,t-4 Taiwan trading day(s)
NASDAQ_volume_zscore_20d_lag1,NASDAQ,1,/content/drive/MyDrive/AURORA_TWETF/data/raw_yfinance/NASDAQ_IXIC.csv,Adj Close_^IXIC,rolling_std_5_pct,-2,0.13046805813636675,0.13046805813636675,1202,False,False,future date t+2 trading day(s)
NASDAQ_volume_change_20d_lag1,NASDAQ,1,/content/drive/MyDrive/AURORA_TWETF/data/raw_yfinance/NASDAQ_IXIC.csv,Adj Close_^IXIC,rolling_std_5_pct,0,0.08549765449158442,0.08549765449158442,1201,False,False,same calendar/trading date t
NASDAQ_volume_zscore_60d_lag1,NASDAQ,1,/content/drive/MyDrive/AURORA_TWETF/data/raw_yfinance/NASDAQ_IXIC.csv,Adj Close_^IXIC,rolling_std_5_pct,-2,0.11963331775813135,0.11963331775813135,1162,False,False,future date t+2 trading day(s)
NASDAQ_volume_change_60d_lag1,NASDAQ,1,/content/drive/MyDrive/AURORA_TWETF/data/raw_yfinance/NASDAQ_IXIC.csv,Adj Close_^IXIC,level,4,0.12961898039005085,0.12961898039005085,1161,False,False,t-4 Taiwan trading day(s)
SOXX_volume_zscore_5d_lag1,SOXX,1,/content/drive/MyDrive/AURORA_TWETF/data/raw_yfinance/SOXX_SOXX.csv,Adj Close_SOXX,rolling_std_5_pct,-2,0.14389022815203822,0.14389022815203822,1216,False,False,future date t+2 trading day(s)
SOXX_volume_change_5d_lag1,SOXX,1,/content/drive/MyDrive/AURORA_TWETF/data/raw_yfinance/SOXX_SOXX.csv,Adj Close_SOXX,rolling_std_5_pct,-1,0.2997381447945743,0.2997381447945743,1215,False,False,future date t+1 trading day(s)
SOXX_volume_zscore_20d_lag1,SOXX,1,/content/drive/MyDrive/AURORA_TWETF/data/raw_yfinance/SOXX_SOXX.csv,Adj Close_SOXX,rolling_std_5_pct,-2,0.2816873061675522,0.2816873061675522,1202,False,False,future date t+2 trading day(s)
SOXX_volume_change_20d_lag1,SOXX,1,/content/drive/MyDrive/AURORA_TWETF/data/raw_yfinance/SOXX_SOXX.csv,Adj Close_SOXX,rolling_std_5_pct,1,0.29486102071874015,0.29486102071874015,1201,False,False,t-1 Taiwan trading day(s)
SOXX_volume_zscore_60d_lag1,SOXX,1,/content/drive/MyDrive/AURORA_TWETF/data/raw_yfinance/SOXX_SOXX.csv,Adj Close_SOXX,rolling_std_5_pct,-1,0.3479839398487384,0.3479839398487384,1162,False,False,future date t+1 trading day(s)
SOXX_volume_change_60d_lag1,SOXX,1,/content/drive/MyDrive/AURORA_TWETF/data/raw_yfinance/SOXX_SOXX.csv,Adj Close_SOXX,rolling_std_5_pct,-1,0.41889013301151706,0.41889013301151706,1161,False,False,future date t+1 trading day(s)
NIKKEI225_volume_zscore_5d_lag1,Nikkei 225,1,/content/drive/MyDrive/AURORA_TWETF/data/raw_yfinance/NIKKEI225_N225.csv,Adj Close_^N225,rolling_std_5_pct,-2,0.14679922858838157,0.14679922858838157,1181,False,False,future date t+2 trading day(s)
NIKKEI225_volume_change_5d_lag1,Nikkei 225,1,/content/drive/MyDrive/AURORA_TWETF/data/raw_yfinance/NIKKEI225_N225.csv,Adj Close_^N225,rolling_std_5_pct,-2,0.2928454602957222,0.2928454602957222,1183,False,False,future date t+2 trading day(s)
NIKKEI225_volume_zscore_20d_lag1,Nikkei 225,1,/content/drive/MyDrive/AURORA_TWETF/data/raw_yfinance/NIKKEI225_N225.csv,Adj Close_^N225,rolling_std_5_pct,-2,0.27519243069115906,0.27519243069115906,1169,False,False,future date t+2 trading day(s)
NIKKEI225_volume_change_20d_lag1,Nikkei 225,1,/content/drive/MyDrive/AURORA_TWETF/data/raw_yfinance/NIKKEI225_N225.csv,Adj Close_^N225,rolling_std_5_pct,-2,0.27618440168775665,0.27618440168775665,1168,False,False,future date t+2 trading day(s)
NIKKEI225_volume_zscore_60d_lag1,Nikkei 225,1,/content/drive/MyDrive/AURORA_TWETF/data/raw_yfinance/NIKKEI225_N225.csv,Adj Close_^N225,rolling_std_5_pct,-2,0.35476660965944845,0.35476660965944845,1130,False,False,future date t+2 trading day(s)
NIKKEI225_volume_change_60d_lag1,Nikkei 225,1,/content/drive/MyDrive/AURORA_TWETF/data/raw_yfinance/NIKKEI225_N225.csv,Adj Close_^N225,rolling_std_5_pct,-1,0.25746290573682007,0.25746290573682007,1129,False,False,future date t+1 trading day(s)
HANGSENG_volume_zscore_5d_lag1,Hang Seng,1,/content/drive/MyDrive/AURORA_TWETF/data/raw_yfinance/HANGSENG_HSI.csv,Adj Close_^HSI,rolling_std_5_pct,3,-0.1377383650125412,0.1377383650125412,1213,False,False,t-3 Taiwan trading day(s)
HANGSENG_volume_change_5d_lag1,Hang Seng,1,/content/drive/MyDrive/AURORA_TWETF/data/raw_yfinance/HANGSENG_HSI.csv,Adj Close_^HSI,rolling_std_5_pct,-1,0.22342174530411227,0.22342174530411227,1215,False,False,future date t+1 trading day(s)
HANGSENG_volume_zscore_20d_lag1,Hang Seng,1,/content/drive/MyDrive/AURORA_TWETF/data/raw_yfinance/HANGSENG_HSI.csv,Adj Close_^HSI,rolling_std_5_pct,-1,0.2649048295136398,0.2649048295136398,1201,False,False,future date t+1 trading day(s)
HANGSENG_volume_change_20d_lag1,Hang Seng,1,/content/drive/MyDrive/AURORA_TWETF/data/raw_yfinance/HANGSENG_HSI.csv,Adj Close_^HSI,rolling_std_5_pct,-1,0.3628493274085131,0.3628493274085131,1200,False,False,future date t+1 trading day(s)
HANGSENG_volume_zscore_60d_lag1,Hang Seng,1,/content/drive/MyDrive/AURORA_TWETF/data/raw_yfinance/HANGSENG_HSI.csv,Adj Close_^HSI,rolling_std_5_pct,-1,0.4120779396577136,0.4120779396577136,1161,False,False,future date t+1 trading day(s)
HANGSENG_volume_change_60d_lag1,Hang Seng,1,/content/drive/MyDrive/AURORA_TWETF/data/raw_yfinance/HANGSENG_HSI.csv,Adj Close_^HSI,rolling_std_5_pct,-1,0.49269917951763104,0.49269917951763104,1160,False,False,future date t+1 trading day(s)
KOSPI_volume_zscore_5d_lag1,KOSPI,1,/content/drive/MyDrive/AURORA_TWETF/data/raw_yfinance/KOSPI_KS11.csv,Adj Close_^KS11,logret_5,2,0.10780081113090595,0.10780081113090595,1206,False,False,t-2 Taiwan trading day(s)
KOSPI_volume_change_5d_lag1,KOSPI,1,/content/drive/MyDrive/AURORA_TWETF/data/raw_yfinance/KOSPI_KS11.csv,Adj Close_^KS11,pct_change_5,3,0.16734732789848322,0.16734732789848322,1205,False,False,t-3 Taiwan trading day(s)
KOSPI_volume_zscore_20d_lag1,KOSPI,1,/content/drive/MyDrive/AURORA_TWETF/data/raw_yfinance/KOSPI_KS11.csv,Adj Close_^KS11,pct_change_20,2,0.1791942616303664,0.1791942616303664,1192,False,False,t-2 Taiwan trading day(s)
KOSPI_volume_change_20d_lag1,KOSPI,1,/content/drive/MyDrive/AURORA_TWETF/data/raw_yfinance/KOSPI_KS11.csv,Adj Close_^KS11,pct_change_20,4,0.244236423172322,0.244236423172322,1189,False,False,t-4 Taiwan trading day(s)
KOSPI_volume_zscore_60d_lag1,KOSPI,1,/content/drive/MyDrive/AURORA_TWETF/data/raw_yfinance/KOSPI_KS11.csv,Adj Close_^KS11,pct_change_20,2,0.2680177863539387,0.2680177863539387,1154,False,False,t-2 Taiwan trading day(s)
KOSPI_volume_change_60d_lag1,KOSPI,1,/content/drive/MyDrive/AURORA_TWETF/data/raw_yfinance/KOSPI_KS11.csv,Adj Close_^KS11,rolling_std_5_pct,-1,0.46281604292857387,0.46281604292857387,1152,False,False,future date t+1 trading day(s)
TAIEX_minus_SP500_ret_lag1,TAIEX,0,/content/drive/MyDrive/AURORA_TWETF/data/raw_yfinance/TAIEX_TWII.csv,Adj Close_^TWII,pct_change_1,1,0.71100297181501,0.71100297181501,1262,False,False,t-1 Taiwan trading day(s)
TAIEX_minus_NASDAQ_ret_lag1,NASDAQ,1,/content/drive/MyDrive/AURORA_TWETF/data/raw_yfinance/NASDAQ_IXIC.csv,Adj Close_^IXIC,pct_change_1,1,-0.683297559905094,0.683297559905094,1219,False,False,t-1 Taiwan trading day(s)
SOXX_minus_TAIEX_ret_lag1,TAIEX,0,/content/drive/MyDrive/AURORA_TWETF/data/raw_yfinance/TAIEX_TWII.csv,Adj Close_^TWII,pct_change_1,0,0.46700771171870825,0.46700771171870825,1262,False,False,same calendar/trading date t
NASDAQ_minus_SP500_ret_lag1,NASDAQ,1,/content/drive/MyDrive/AURORA_TWETF/data/raw_yfinance/NASDAQ_IXIC.csv,Adj Close_^IXIC,pct_change_1,1,0.7265725384718263,0.7265725384718263,1219,False,False,t-1 Taiwan trading day(s)
KOSPI_minus_TAIEX_ret_lag1,TAIEX,0,/content/drive/MyDrive/AURORA_TWETF/data/raw_yfinance/TAIEX_TWII.csv,Adj Close_^TWII,pct_change_1,1,-0.320881097004271,0.320881097004271,1262,False,False,t-1 Taiwan trading day(s)
NIKKEI225_minus_TAIEX_ret_lag1,Nikkei 225,1,/content/drive/MyDrive/AURORA_TWETF/data/raw_yfinance/NIKKEI225_N225.csv,Adj Close_^N225,pct_change_1,1,0.4823141689266137,0.4823141689266137,1186,False,False,t-1 Taiwan trading day(s)
HANGSENG_minus_TAIEX_ret_lag1,Hang Seng,1,/content/drive/MyDrive/AURORA_TWETF/data/raw_yfinance/HANGSENG_HSI.csv,Adj Close_^HSI,pct_change_1,1,0.6561057097726477,0.6561057097726477,1219,False,False,t-1 Taiwan trading day(s)
TAIEX_minus_SP500_ret_5d_mean_lag1,TAIEX,0,/content/drive/MyDrive/AURORA_TWETF/data/raw_yfinance/TAIEX_TWII.csv,Adj Close_^TWII,pct_change_5,1,0.6162264376241116,0.6162264376241116,1258,False,False,t-1 Taiwan trading day(s)
SOXX_minus_TAIEX_ret_5d_mean_lag1,TAIEX,0,/content/drive/MyDrive/AURORA_TWETF/data/raw_yfinance/TAIEX_TWII.csv,Adj Close_^TWII,pct_change_1,0,0.3723433360530744,0.3723433360530744,1258,False,False,same calendar/trading date t
NASDAQ_minus_SP500_ret_5d_mean_lag1,NASDAQ,1,/content/drive/MyDrive/AURORA_TWETF/data/raw_yfinance/NASDAQ_IXIC.csv,Adj Close_^IXIC,pct_change_5,1,0.7286963518737218,0.7286963518737218,1215,False,False,t-1 Taiwan trading day(s)
TAIEX_minus_SP500_ret_20d_mean_lag1,TAIEX,0,/content/drive/MyDrive/AURORA_TWETF/data/raw_yfinance/TAIEX_TWII.csv,Adj Close_^TWII,pct_change_20,1,0.6362228234575932,0.6362228234575932,1243,False,False,t-1 Taiwan trading day(s)
SOXX_minus_TAIEX_ret_20d_mean_lag1,TAIEX,0,/content/drive/MyDrive/AURORA_TWETF/data/raw_yfinance/TAIEX_TWII.csv,Adj Close_^TWII,rolling_mean_20_pct,-1,0.3788348933401989,0.3788348933401989,1243,False,False,future date t+1 trading day(s)
NASDAQ_minus_SP500_ret_20d_mean_lag1,NASDAQ,1,/content/drive/MyDrive/AURORA_TWETF/data/raw_yfinance/NASDAQ_IXIC.csv,Adj Close_^IXIC,pct_change_20,1,0.7446903556666862,0.7446903556666862,1200,False,False,t-1 Taiwan trading day(s)
